geo_value,time_value,value,disease,week,date
pa,202634,137.0,Flu,202634,2026-08-29
pr,202634,43.0,Flu,202634,2026-08-29
ri,202634,1.0,Flu,202634,2026-08-29
sc,202634,8.0,Flu,202634,2026-08-29
sd,202634,2.0,Flu,202634,2026-08-29
tn,202634,31.0,Flu,202634,2026-08-29
tx,202634,92.0,Flu,202634,2026-08-29
ut,202634,7.0,Flu,202634,2026-08-29
va,202634,15.0,Flu,202634,2026-08-29
vi,202634,0.0,Flu,202634,2026-08-29
vt,202634,1.0,Flu,202634,2026-08-29
wa,202634,22.0,Flu,202634,2026-08-29
wi,202634,12.0,Flu,202634,2026-08-29
wv,202634,1.0,Flu,202634,2026-08-29
wy,202634,0.0,Flu,202634,2026-08-29
ak,202635,19.0,Flu,202635,2026-09-05
al,202635,18.0,Flu,202635,2026-09-05
ar,202635,6.0,Flu,202635,2026-09-05
as,202635,,Flu,202635,2026-09-05
az,202635,15.0,Flu,202635,2026-09-05
ca,202635,145.0,Flu,202635,2026-09-05
co,202635,10.0,Flu,202635,2026-09-05
ct,202635,4.0,Flu,202635,2026-09-05
dc,202635,3.0,Flu,202635,2026-09-05
de,202635,1.0,Flu,202635,2026-09-05
fl,202635,144.0,Flu,202635,2026-09-05
ga,202635,22.0,Flu,202635,2026-09-05
gu,202635,0.0,Flu,202635,2026-09-05
hi,202635,3.0,Flu,202635,2026-09-05
ia,202635,0.0,Flu,202635,2026-09-05
id,202635,7.0,Flu,202635,2026-09-05
il,202635,108.0,Flu,202635,2026-09-05
in,202635,7.0,Flu,202635,2026-09-05
ks,202635,4.0,Flu,202635,2026-09-05
ky,202635,9.0,Flu,202635,2026-09-05
la,202635,25.0,Flu,202635,2026-09-05
ma,202635,5.0,Flu,202635,2026-09-05
md,202635,10.0,Flu,202635,2026-09-05
me,202635,1.0,Flu,202635,2026-09-05
mi,202635,25.0,Flu,202635,2026-09-05
mn,202635,10.0,Flu,202635,2026-09-05
mo,202635,12.0,Flu,202635,2026-09-05
mp,202635,0.0,Flu,202635,2026-09-05
ms,202635,19.0,Flu,202635,2026-09-05
mt,202635,4.0,Flu,202635,2026-09-05
nc,202635,18.0,Flu,202635,2026-09-05
nd,202635,3.0,Flu,202635,2026-09-05
ne,202635,0.0,Flu,202635,2026-09-05
nh,202635,0.0,Flu,202635,2026-09-05
nj,202635,19.0,Flu,202635,2026-09-05
nm,202635,1.0,Flu,202635,2026-09-05
nv,202635,11.0,Flu,202635,2026-09-05
ny,202635,38.0,Flu,202635,2026-09-05
oh,202635,16.0,Flu,202635,2026-09-05
ok,202635,7.0,Flu,202635,2026-09-05
or,202635,8.0,Flu,202635,2026-09-05
pa,202635,135.0,Flu,202635,2026-09-05
pr,202635,51.0,Flu,202635,2026-09-05
ri,202635,2.0,Flu,202635,2026-09-05
sc,202635,6.0,Flu,202635,2026-09-05
sd,202635,2.0,Flu,202635,2026-09-05
tn,202635,31.0,Flu,202635,2026-09-05
tx,202635,147.0,Flu,202635,2026-09-05
ut,202635,11.0,Flu,202635,2026-09-05
va,202635,16.0,Flu,202635,2026-09-05
vi,202635,0.0,Flu,202635,2026-09-05
vt,202635,0.0,Flu,202635,2026-09-05
wa,202635,44.0,Flu,202635,2026-09-05
wi,202635,26.0,Flu,202635,2026-09-05
wv,202635,1.0,Flu,202635,2026-09-05
wy,202635,0.0,Flu,202635,2026-09-05
ak,202636,21.0,Flu,202636,2026-09-12
al,202636,23.0,Flu,202636,2026-09-12
ar,202636,4.0,Flu,202636,2026-09-12
as,202636,,Flu,202636,2026-09-12
az,202636,19.0,Flu,202636,2026-09-12
ca,202636,213.0,Flu,202636,2026-09-12
co,202636,11.0,Flu,202636,2026-09-12
ct,202636,3.0,Flu,202636,2026-09-12
dc,202636,2.0,Flu,202636,2026-09-12
de,202636,0.0,Flu,202636,2026-09-12
fl,202636,195.0,Flu,202636,2026-09-12
ga,202636,27.0,Flu,202636,2026-09-12
gu,202636,6.0,Flu,202636,2026-09-12
hi,202636,10.0,Flu,202636,2026-09-12
ia,202636,1.0,Flu,202636,2026-09-12
id,202636,7.0,Flu,202636,2026-09-12
il,202636,36.0,Flu,202636,2026-09-12
in,202636,15.0,Flu,202636,2026-09-12
ks,202636,5.0,Flu,202636,2026-09-12
ky,202636,18.0,Flu,202636,2026-09-12
la,202636,32.0,Flu,202636,2026-09-12
ma,202636,8.0,Flu,202636,2026-09-12
md,202636,8.0,Flu,202636,2026-09-12
me,202636,3.0,Flu,202636,2026-09-12
mi,202636,24.0,Flu,202636,2026-09-12
mn,202636,15.0,Flu,202636,2026-09-12
mo,202636,24.0,Flu,202636,2026-09-12
mp,202636,1.0,Flu,202636,2026-09-12
ms,202636,6.0,Flu,202636,2026-09-12
mt,202636,18.0,Flu,202636,2026-09-12
nc,202636,15.0,Flu,202636,2026-09-12
nd,202636,3.0,Flu,202636,2026-09-12
ne,202636,2.0,Flu,202636,2026-09-12
nh,202636,1.0,Flu,202636,2026-09-12
nj,202636,40.0,Flu,202636,2026-09-12
nm,202636,4.0,Flu,202636,2026-09-12
nv,202636,12.0,Flu,202636,2026-09-12
ny,202636,43.0,Flu,202636,2026-09-12
oh,202636,16.0,Flu,202636,2026-09-12
ok,202636,18.0,Flu,202636,2026-09-12
or,202636,8.0,Flu,202636,2026-09-12
pa,202636,130.0,Flu,202636,2026-09-12
pr,202636,64.0,Flu,202636,2026-09-12
ri,202636,3.0,Flu,202636,2026-09-12
sc,202636,11.0,Flu,202636,2026-09-12
sd,202636,3.0,Flu,202636,2026-09-12
tn,202636,39.0,Flu,202636,2026-09-12
tx,202636,181.0,Flu,202636,2026-09-12
ut,202636,19.0,Flu,202636,2026-09-12
va,202636,28.0,Flu,202636,2026-09-12
vi,202636,0.0,Flu,202636,2026-09-12
vt,202636,1.0,Flu,202636,2026-09-12
wa,202636,61.0,Flu,202636,2026-09-12
wi,202636,26.0,Flu,202636,2026-09-12
wv,202636,3.0,Flu,202636,2026-09-12
wy,202636,0.0,Flu,202636,2026-09-12
ak,202440,,RSV,202440,2024-10-05
al,202440,0.0,RSV,202440,2024-10-05
ar,202440,0.0,RSV,202440,2024-10-05
as,202440,,RSV,202440,2024-10-05
az,202440,1.0,RSV,202440,2024-10-05
ca,202440,0.0,RSV,202440,2024-10-05
co,202440,0.0,RSV,202440,2024-10-05
ct,202440,,RSV,202440,2024-10-05
dc,202440,0.0,RSV,202440,2024-10-05
de,202440,0.0,RSV,202440,2024-10-05
fl,202440,0.0,RSV,202440,2024-10-05
ga,202440,0.0,RSV,202440,2024-10-05
gu,202440,,RSV,202440,2024-10-05
hi,202440,0.0,RSV,202440,2024-10-05
ia,202440,0.0,RSV,202440,2024-10-05
id,202440,0.0,RSV,202440,2024-10-05
il,202440,0.0,RSV,202440,2024-10-05
in,202440,0.0,RSV,202440,2024-10-05
ks,202440,0.0,RSV,202440,2024-10-05
ky,202440,0.0,RSV,202440,2024-10-05
la,202440,0.0,RSV,202440,2024-10-05
ma,202440,,RSV,202440,2024-10-05
md,202440,0.0,RSV,202440,2024-10-05
me,202440,,RSV,202440,2024-10-05
mi,202440,0.0,RSV,202440,2024-10-05
mn,202440,,RSV,202440,2024-10-05
mo,202440,0.0,RSV,202440,2024-10-05
mp,202440,,RSV,202440,2024-10-05
ms,202440,0.0,RSV,202440,2024-10-05
mt,202440,0.0,RSV,202440,2024-10-05
nc,202440,,RSV,202440,2024-10-05
nd,202440,0.0,RSV,202440,2024-10-05
ne,202440,0.0,RSV,202440,2024-10-05
nh,202440,,RSV,202440,2024-10-05
nj,202440,,RSV,202440,2024-10-05
nm,202440,,RSV,202440,2024-10-05
nv,202440,0.0,RSV,202440,2024-10-05
ny,202440,0.0,RSV,202440,2024-10-05
oh,202440,0.0,RSV,202440,2024-10-05
ok,202440,0.0,RSV,202440,2024-10-05
or,202440,,RSV,202440,2024-10-05
pa,202440,2.0,RSV,202440,2024-10-05
pr,202440,0.0,RSV,202440,2024-10-05
ri,202440,,RSV,202440,2024-10-05
sc,202440,0.0,RSV,202440,2024-10-05
sd,202440,0.0,RSV,202440,2024-10-05
tn,202440,0.0,RSV,202440,2024-10-05
tx,202440,0.0,RSV,202440,2024-10-05
ut,202440,0.0,RSV,202440,2024-10-05
va,202440,0.0,RSV,202440,2024-10-05
vi,202440,,RSV,202440,2024-10-05
vt,202440,,RSV,202440,2024-10-05
wa,202440,3.0,RSV,202440,2024-10-05
wi,202440,0.0,RSV,202440,2024-10-05
wv,202440,,RSV,202440,2024-10-05
wy,202440,0.0,RSV,202440,2024-10-05
ak,202441,1.0,RSV,202441,2024-10-12
al,202441,3.0,RSV,202441,2024-10-12
ar,202441,0.0,RSV,202441,2024-10-12
as,202441,,RSV,202441,2024-10-12
az,202441,0.0,RSV,202441,2024-10-12
ca,202441,3.0,RSV,202441,2024-10-12
co,202441,1.0,RSV,202441,2024-10-12
ct,202441,0.0,RSV,202441,2024-10-12
dc,202441,0.0,RSV,202441,2024-10-12
de,202441,0.0,RSV,202441,2024-10-12
fl,202441,13.0,RSV,202441,2024-10-12
ga,202441,4.0,RSV,202441,2024-10-12
gu,202441,,RSV,202441,2024-10-12
hi,202441,0.0,RSV,202441,2024-10-12
ia,202441,0.0,RSV,202441,2024-10-12
id,202441,0.0,RSV,202441,2024-10-12
il,202441,2.0,RSV,202441,2024-10-12
in,202441,0.0,RSV,202441,2024-10-12
ks,202441,0.0,RSV,202441,2024-10-12
ky,202441,0.0,RSV,202441,2024-10-12
la,202441,21.0,RSV,202441,2024-10-12
ma,202441,0.0,RSV,202441,2024-10-12
md,202441,1.0,RSV,202441,2024-10-12
me,202441,0.0,RSV,202441,2024-10-12
mi,202441,10.0,RSV,202441,2024-10-12
mn,202441,0.0,RSV,202441,2024-10-12
mo,202441,0.0,RSV,202441,2024-10-12
mp,202441,,RSV,202441,2024-10-12
ms,202441,0.0,RSV,202441,2024-10-12
mt,202441,0.0,RSV,202441,2024-10-12
nc,202441,58.0,RSV,202441,2024-10-12
nd,202441,0.0,RSV,202441,2024-10-12
ne,202441,0.0,RSV,202441,2024-10-12
nh,202441,0.0,RSV,202441,2024-10-12
nj,202441,0.0,RSV,202441,2024-10-12
nm,202441,0.0,RSV,202441,2024-10-12
nv,202441,0.0,RSV,202441,2024-10-12
ny,202441,0.0,RSV,202441,2024-10-12
oh,202441,0.0,RSV,202441,2024-10-12
ok,202441,0.0,RSV,202441,2024-10-12
or,202441,2.0,RSV,202441,2024-10-12
pa,202441,0.0,RSV,202441,2024-10-12
pr,202441,1.0,RSV,202441,2024-10-12
ri,202441,0.0,RSV,202441,2024-10-12
sc,202441,0.0,RSV,202441,2024-10-12
sd,202441,0.0,RSV,202441,2024-10-12
tn,202441,1.0,RSV,202441,2024-10-12
tx,202441,31.0,RSV,202441,2024-10-12
ut,202441,0.0,RSV,202441,2024-10-12
va,202441,4.0,RSV,202441,2024-10-12
vi,202441,,RSV,202441,2024-10-12
vt,202441,0.0,RSV,202441,2024-10-12
wa,202441,0.0,RSV,202441,2024-10-12
wi,202441,0.0,RSV,202441,2024-10-12
wv,202441,0.0,RSV,202441,2024-10-12
wy,202441,0.0,RSV,202441,2024-10-12
ak,202442,1.0,RSV,202442,2024-10-19
al,202442,1.0,RSV,202442,2024-10-19
ar,202442,0.0,RSV,202442,2024-10-19
as,202442,,RSV,202442,2024-10-19
az,202442,0.0,RSV,202442,2024-10-19
ca,202442,16.0,RSV,202442,2024-10-19
co,202442,2.0,RSV,202442,2024-10-19
ct,202442,12.0,RSV,202442,2024-10-19
dc,202442,0.0,RSV,202442,2024-10-19
de,202442,0.0,RSV,202442,2024-10-19
fl,202442,86.0,RSV,202442,2024-10-19
ga,202442,15.0,RSV,202442,2024-10-19
gu,202442,0.0,RSV,202442,2024-10-19
hi,202442,9.0,RSV,202442,2024-10-19
ia,202442,0.0,RSV,202442,2024-10-19
id,202442,0.0,RSV,202442,2024-10-19
il,202442,6.0,RSV,202442,2024-10-19
in,202442,1.0,RSV,202442,2024-10-19
ks,202442,1.0,RSV,202442,2024-10-19
ky,202442,4.0,RSV,202442,2024-10-19
la,202442,7.0,RSV,202442,2024-10-19
ma,202442,1.0,RSV,202442,2024-10-19
md,202442,2.0,RSV,202442,2024-10-19
me,202442,0.0,RSV,202442,2024-10-19
mi,202442,4.0,RSV,202442,2024-10-19
mn,202442,4.0,RSV,202442,2024-10-19
mo,202442,0.0,RSV,202442,2024-10-19
mp,202442,,RSV,202442,2024-10-19
ms,202442,6.0,RSV,202442,2024-10-19
mt,202442,0.0,RSV,202442,2024-10-19
nc,202442,43.0,RSV,202442,2024-10-19
nd,202442,0.0,RSV,202442,2024-10-19
ne,202442,1.0,RSV,202442,2024-10-19
nh,202442,0.0,RSV,202442,2024-10-19
nj,202442,0.0,RSV,202442,2024-10-19
nm,202442,1.0,RSV,202442,2024-10-19
nv,202442,0.0,RSV,202442,2024-10-19
ny,202442,1.0,RSV,202442,2024-10-19
oh,202442,17.0,RSV,202442,2024-10-19
ok,202442,0.0,RSV,202442,2024-10-19
or,202442,1.0,RSV,202442,2024-10-19
pa,202442,0.0,RSV,202442,2024-10-19
pr,202442,3.0,RSV,202442,2024-10-19
ri,202442,0.0,RSV,202442,2024-10-19
sc,202442,5.0,RSV,202442,2024-10-19
sd,202442,0.0,RSV,202442,2024-10-19
tn,202442,0.0,RSV,202442,2024-10-19
tx,202442,36.0,RSV,202442,2024-10-19
ut,202442,0.0,RSV,202442,2024-10-19
va,202442,4.0,RSV,202442,2024-10-19
vi,202442,,RSV,202442,2024-10-19
vt,202442,0.0,RSV,202442,2024-10-19
wa,202442,0.0,RSV,202442,2024-10-19
wi,202442,2.0,RSV,202442,2024-10-19
wv,202442,0.0,RSV,202442,2024-10-19
wy,202442,0.0,RSV,202442,2024-10-19
ak,202443,3.0,RSV,202443,2024-10-26
al,202443,10.0,RSV,202443,2024-10-26
ar,202443,1.0,RSV,202443,2024-10-26
as,202443,0.0,RSV,202443,2024-10-26
az,202443,0.0,RSV,202443,2024-10-26
ca,202443,43.0,RSV,202443,2024-10-26
co,202443,1.0,RSV,202443,2024-10-26
ct,202443,16.0,RSV,202443,2024-10-26
dc,202443,0.0,RSV,202443,2024-10-26
de,202443,0.0,RSV,202443,2024-10-26
fl,202443,68.0,RSV,202443,2024-10-26
ga,202443,16.0,RSV,202443,2024-10-26
gu,202443,0.0,RSV,202443,2024-10-26
hi,202443,8.0,RSV,202443,2024-10-26
ia,202443,0.0,RSV,202443,2024-10-26
id,202443,0.0,RSV,202443,2024-10-26
il,202443,16.0,RSV,202443,2024-10-26
in,202443,6.0,RSV,202443,2024-10-26
ks,202443,2.0,RSV,202443,2024-10-26
ky,202443,5.0,RSV,202443,2024-10-26
la,202443,11.0,RSV,202443,2024-10-26
ma,202443,0.0,RSV,202443,2024-10-26
md,202443,3.0,RSV,202443,2024-10-26
me,202443,0.0,RSV,202443,2024-10-26
mi,202443,2.0,RSV,202443,2024-10-26
mn,202443,2.0,RSV,202443,2024-10-26
mo,202443,2.0,RSV,202443,2024-10-26
mp,202443,,RSV,202443,2024-10-26
ms,202443,3.0,RSV,202443,2024-10-26
mt,202443,0.0,RSV,202443,2024-10-26
nc,202443,44.0,RSV,202443,2024-10-26
nd,202443,0.0,RSV,202443,2024-10-26
ne,202443,0.0,RSV,202443,2024-10-26
nh,202443,0.0,RSV,202443,2024-10-26
nj,202443,5.0,RSV,202443,2024-10-26
nm,202443,1.0,RSV,202443,2024-10-26
nv,202443,0.0,RSV,202443,2024-10-26
ny,202443,16.0,RSV,202443,2024-10-26
oh,202443,36.0,RSV,202443,2024-10-26
ok,202443,0.0,RSV,202443,2024-10-26
or,202443,1.0,RSV,202443,2024-10-26
pa,202443,31.0,RSV,202443,2024-10-26
pr,202443,2.0,RSV,202443,2024-10-26
ri,202443,0.0,RSV,202443,2024-10-26
sc,202443,10.0,RSV,202443,2024-10-26
sd,202443,1.0,RSV,202443,2024-10-26
tn,202443,2.0,RSV,202443,2024-10-26
tx,202443,83.0,RSV,202443,2024-10-26
ut,202443,2.0,RSV,202443,2024-10-26
va,202443,26.0,RSV,202443,2024-10-26
vi,202443,0.0,RSV,202443,2024-10-26
vt,202443,0.0,RSV,202443,2024-10-26
wa,202443,2.0,RSV,202443,2024-10-26
wi,202443,2.0,RSV,202443,2024-10-26
wv,202443,0.0,RSV,202443,2024-10-26
wy,202443,0.0,RSV,202443,2024-10-26
ak,202444,4.0,RSV,202444,2024-11-02
al,202444,15.0,RSV,202444,2024-11-02
ar,202444,2.0,RSV,202444,2024-11-02
as,202444,0.0,RSV,202444,2024-11-02
az,202444,0.0,RSV,202444,2024-11-02
ca,202444,52.0,RSV,202444,2024-11-02
co,202444,4.0,RSV,202444,2024-11-02
ct,202444,12.0,RSV,202444,2024-11-02
dc,202444,0.0,RSV,202444,2024-11-02
de,202444,0.0,RSV,202444,2024-11-02
fl,202444,146.0,RSV,202444,2024-11-02
ga,202444,24.0,RSV,202444,2024-11-02
gu,202444,0.0,RSV,202444,2024-11-02
hi,202444,13.0,RSV,202444,2024-11-02
ia,202444,1.0,RSV,202444,2024-11-02
id,202444,1.0,RSV,202444,2024-11-02
il,202444,31.0,RSV,202444,2024-11-02
in,202444,7.0,RSV,202444,2024-11-02
ks,202444,2.0,RSV,202444,2024-11-02
ky,202444,8.0,RSV,202444,2024-11-02
la,202444,31.0,RSV,202444,2024-11-02
ma,202444,0.0,RSV,202444,2024-11-02
md,202444,17.0,RSV,202444,2024-11-02
me,202444,0.0,RSV,202444,2024-11-02
mi,202444,9.0,RSV,202444,2024-11-02
mn,202444,7.0,RSV,202444,2024-11-02
mo,202444,8.0,RSV,202444,2024-11-02
mp,202444,,RSV,202444,2024-11-02
ms,202444,9.0,RSV,202444,2024-11-02
mt,202444,0.0,RSV,202444,2024-11-02
nc,202444,6.0,RSV,202444,2024-11-02
nd,202444,0.0,RSV,202444,2024-11-02
ne,202444,0.0,RSV,202444,2024-11-02
nh,202444,1.0,RSV,202444,2024-11-02
nj,202444,96.0,RSV,202444,2024-11-02
nm,202444,3.0,RSV,202444,2024-11-02
nv,202444,6.0,RSV,202444,2024-11-02
ny,202444,45.0,RSV,202444,2024-11-02
oh,202444,52.0,RSV,202444,2024-11-02
ok,202444,1.0,RSV,202444,2024-11-02
or,202444,3.0,RSV,202444,2024-11-02
pa,202444,85.0,RSV,202444,2024-11-02
pr,202444,6.0,RSV,202444,2024-11-02
ri,202444,1.0,RSV,202444,2024-11-02
sc,202444,32.0,RSV,202444,2024-11-02
sd,202444,0.0,RSV,202444,2024-11-02
tn,202444,20.0,RSV,202444,2024-11-02
tx,202444,185.0,RSV,202444,2024-11-02
ut,202444,5.0,RSV,202444,2024-11-02
va,202444,26.0,RSV,202444,2024-11-02
vi,202444,0.0,RSV,202444,2024-11-02
vt,202444,0.0,RSV,202444,2024-11-02
wa,202444,0.0,RSV,202444,2024-11-02
wi,202444,0.0,RSV,202444,2024-11-02
wv,202444,0.0,RSV,202444,2024-11-02
wy,202444,2.0,RSV,202444,2024-11-02
ak,202445,5.0,RSV,202445,2024-11-09
al,202445,62.0,RSV,202445,2024-11-09
ar,202445,7.0,RSV,202445,2024-11-09
as,202445,,RSV,202445,2024-11-09
az,202445,7.0,RSV,202445,2024-11-09
ca,202445,117.0,RSV,202445,2024-11-09
co,202445,10.0,RSV,202445,2024-11-09
ct,202445,21.0,RSV,202445,2024-11-09
dc,202445,15.0,RSV,202445,2024-11-09
de,202445,23.0,RSV,202445,2024-11-09
fl,202445,426.0,RSV,202445,2024-11-09
ga,202445,175.0,RSV,202445,2024-11-09
gu,202445,2.0,RSV,202445,2024-11-09
hi,202445,15.0,RSV,202445,2024-11-09
ia,202445,5.0,RSV,202445,2024-11-09
id,202445,2.0,RSV,202445,2024-11-09
il,202445,64.0,RSV,202445,2024-11-09
in,202445,17.0,RSV,202445,2024-11-09
ks,202445,1.0,RSV,202445,2024-11-09
ky,202445,25.0,RSV,202445,2024-11-09
la,202445,50.0,RSV,202445,2024-11-09
ma,202445,29.0,RSV,202445,2024-11-09
md,202445,75.0,RSV,202445,2024-11-09
me,202445,1.0,RSV,202445,2024-11-09
mi,202445,40.0,RSV,202445,2024-11-09
mn,202445,14.0,RSV,202445,2024-11-09
mo,202445,20.0,RSV,202445,2024-11-09
mp,202445,,RSV,202445,2024-11-09
ms,202445,25.0,RSV,202445,2024-11-09
mt,202445,0.0,RSV,202445,2024-11-09
nc,202445,33.0,RSV,202445,2024-11-09
nd,202445,0.0,RSV,202445,2024-11-09
ne,202445,0.0,RSV,202445,2024-11-09
nh,202445,2.0,RSV,202445,2024-11-09
nj,202445,101.0,RSV,202445,2024-11-09
nm,202445,6.0,RSV,202445,2024-11-09
nv,202445,9.0,RSV,202445,2024-11-09
ny,202445,179.0,RSV,202445,2024-11-09
oh,202445,100.0,RSV,202445,2024-11-09
ok,202445,0.0,RSV,202445,2024-11-09
or,202445,4.0,RSV,202445,2024-11-09
pa,202445,186.0,RSV,202445,2024-11-09
pr,202445,97.0,RSV,202445,2024-11-09
ri,202445,9.0,RSV,202445,2024-11-09
sc,202445,46.0,RSV,202445,2024-11-09
sd,202445,0.0,RSV,202445,2024-11-09
tn,202445,91.0,RSV,202445,2024-11-09
tx,202445,409.0,RSV,202445,2024-11-09
ut,202445,8.0,RSV,202445,2024-11-09
va,202445,37.0,RSV,202445,2024-11-09
vi,202445,0.0,RSV,202445,2024-11-09
vt,202445,0.0,RSV,202445,2024-11-09
wa,202445,13.0,RSV,202445,2024-11-09
wi,202445,10.0,RSV,202445,2024-11-09
wv,202445,10.0,RSV,202445,2024-11-09
wy,202445,0.0,RSV,202445,2024-11-09
ak,202446,9.0,RSV,202446,2024-11-16
al,202446,81.0,RSV,202446,2024-11-16
ar,202446,21.0,RSV,202446,2024-11-16
as,202446,,RSV,202446,2024-11-16
az,202446,6.0,RSV,202446,2024-11-16
ca,202446,146.0,RSV,202446,2024-11-16
co,202446,18.0,RSV,202446,2024-11-16
ct,202446,27.0,RSV,202446,2024-11-16
dc,202446,3.0,RSV,202446,2024-11-16
de,202446,26.0,RSV,202446,2024-11-16
fl,202446,432.0,RSV,202446,2024-11-16
ga,202446,299.0,RSV,202446,2024-11-16
gu,202446,5.0,RSV,202446,2024-11-16
hi,202446,26.0,RSV,202446,2024-11-16
ia,202446,10.0,RSV,202446,2024-11-16
id,202446,1.0,RSV,202446,2024-11-16
il,202446,82.0,RSV,202446,2024-11-16
in,202446,30.0,RSV,202446,2024-11-16
ks,202446,3.0,RSV,202446,2024-11-16
ky,202446,44.0,RSV,202446,2024-11-16
la,202446,81.0,RSV,202446,2024-11-16
ma,202446,58.0,RSV,202446,2024-11-16
md,202446,67.0,RSV,202446,2024-11-16
me,202446,1.0,RSV,202446,2024-11-16
mi,202446,46.0,RSV,202446,2024-11-16
mn,202446,13.0,RSV,202446,2024-11-16
mo,202446,36.0,RSV,202446,2024-11-16
mp,202446,,RSV,202446,2024-11-16
ms,202446,46.0,RSV,202446,2024-11-16
mt,202446,0.0,RSV,202446,2024-11-16
nc,202446,62.0,RSV,202446,2024-11-16
nd,202446,0.0,RSV,202446,2024-11-16
ne,202446,2.0,RSV,202446,2024-11-16
nh,202446,4.0,RSV,202446,2024-11-16
nj,202446,159.0,RSV,202446,2024-11-16
nm,202446,7.0,RSV,202446,2024-11-16
nv,202446,12.0,RSV,202446,2024-11-16
ny,202446,265.0,RSV,202446,2024-11-16
oh,202446,132.0,RSV,202446,2024-11-16
ok,202446,6.0,RSV,202446,2024-11-16
or,202446,4.0,RSV,202446,2024-11-16
pa,202446,162.0,RSV,202446,2024-11-16
pr,202446,134.0,RSV,202446,2024-11-16
ri,202446,12.0,RSV,202446,2024-11-16
sc,202446,73.0,RSV,202446,2024-11-16
sd,202446,0.0,RSV,202446,2024-11-16
tn,202446,129.0,RSV,202446,2024-11-16
tx,202446,559.0,RSV,202446,2024-11-16
ut,202446,2.0,RSV,202446,2024-11-16
va,202446,51.0,RSV,202446,2024-11-16
vi,202446,0.0,RSV,202446,2024-11-16
vt,202446,3.0,RSV,202446,2024-11-16
wa,202446,27.0,RSV,202446,2024-11-16
wi,202446,7.0,RSV,202446,2024-11-16
wv,202446,10.0,RSV,202446,2024-11-16
wy,202446,3.0,RSV,202446,2024-11-16
ak,202447,4.0,RSV,202447,2024-11-23
al,202447,111.0,RSV,202447,2024-11-23
ar,202447,15.0,RSV,202447,2024-11-23
as,202447,0.0,RSV,202447,2024-11-23
az,202447,31.0,RSV,202447,2024-11-23
ca,202447,214.0,RSV,202447,2024-11-23
co,202447,27.0,RSV,202447,2024-11-23
ct,202447,35.0,RSV,202447,2024-11-23
dc,202447,6.0,RSV,202447,2024-11-23
de,202447,43.0,RSV,202447,2024-11-23
fl,202447,527.0,RSV,202447,2024-11-23
ga,202447,332.0,RSV,202447,2024-11-23
gu,202447,3.0,RSV,202447,2024-11-23
hi,202447,25.0,RSV,202447,2024-11-23
ia,202447,9.0,RSV,202447,2024-11-23
id,202447,3.0,RSV,202447,2024-11-23
il,202447,155.0,RSV,202447,2024-11-23
in,202447,67.0,RSV,202447,2024-11-23
ks,202447,7.0,RSV,202447,2024-11-23
ky,202447,54.0,RSV,202447,2024-11-23
la,202447,94.0,RSV,202447,2024-11-23
ma,202447,119.0,RSV,202447,2024-11-23
md,202447,101.0,RSV,202447,2024-11-23
me,202447,0.0,RSV,202447,2024-11-23
mi,202447,65.0,RSV,202447,2024-11-23
mn,202447,15.0,RSV,202447,2024-11-23
mo,202447,59.0,RSV,202447,2024-11-23
mp,202447,,RSV,202447,2024-11-23
ms,202447,67.0,RSV,202447,2024-11-23
mt,202447,0.0,RSV,202447,2024-11-23
nc,202447,79.0,RSV,202447,2024-11-23
nd,202447,1.0,RSV,202447,2024-11-23
ne,202447,2.0,RSV,202447,2024-11-23
nh,202447,7.0,RSV,202447,2024-11-23
nj,202447,205.0,RSV,202447,2024-11-23
nm,202447,4.0,RSV,202447,2024-11-23
nv,202447,22.0,RSV,202447,2024-11-23
ny,202447,404.0,RSV,202447,2024-11-23
oh,202447,175.0,RSV,202447,2024-11-23
ok,202447,11.0,RSV,202447,2024-11-23
or,202447,6.0,RSV,202447,2024-11-23
pa,202447,176.0,RSV,202447,2024-11-23
pr,202447,200.0,RSV,202447,2024-11-23
ri,202447,18.0,RSV,202447,2024-11-23
sc,202447,112.0,RSV,202447,2024-11-23
sd,202447,0.0,RSV,202447,2024-11-23
tn,202447,145.0,RSV,202447,2024-11-23
tx,202447,625.0,RSV,202447,2024-11-23
ut,202447,3.0,RSV,202447,2024-11-23
va,202447,70.0,RSV,202447,2024-11-23
vi,202447,0.0,RSV,202447,2024-11-23
vt,202447,0.0,RSV,202447,2024-11-23
wa,202447,38.0,RSV,202447,2024-11-23
wi,202447,11.0,RSV,202447,2024-11-23
wv,202447,13.0,RSV,202447,2024-11-23
wy,202447,2.0,RSV,202447,2024-11-23
ak,202448,13.0,RSV,202448,2024-11-30
al,202448,130.0,RSV,202448,2024-11-30
ar,202448,25.0,RSV,202448,2024-11-30
as,202448,1.0,RSV,202448,2024-11-30
az,202448,21.0,RSV,202448,2024-11-30
ca,202448,328.0,RSV,202448,2024-11-30
co,202448,23.0,RSV,202448,2024-11-30
ct,202448,57.0,RSV,202448,2024-11-30
dc,202448,2.0,RSV,202448,2024-11-30
de,202448,47.0,RSV,202448,2024-11-30
fl,202448,540.0,RSV,202448,2024-11-30
ga,202448,402.0,RSV,202448,2024-11-30
gu,202448,1.0,RSV,202448,2024-11-30
hi,202448,19.0,RSV,202448,2024-11-30
ia,202448,10.0,RSV,202448,2024-11-30
id,202448,3.0,RSV,202448,2024-11-30
il,202448,225.0,RSV,202448,2024-11-30
