geo_value,time_value,value,disease,week,date
wy,202540,2.0,Flu,202540,2025-10-04
ak,202541,0.0,Flu,202541,2025-10-11
al,202541,14.0,Flu,202541,2025-10-11
ar,202541,5.0,Flu,202541,2025-10-11
as,202541,0.0,Flu,202541,2025-10-11
az,202541,9.0,Flu,202541,2025-10-11
ca,202541,96.0,Flu,202541,2025-10-11
co,202541,6.0,Flu,202541,2025-10-11
ct,202541,2.0,Flu,202541,2025-10-11
dc,202541,3.0,Flu,202541,2025-10-11
de,202541,7.0,Flu,202541,2025-10-11
fl,202541,173.0,Flu,202541,2025-10-11
ga,202541,15.0,Flu,202541,2025-10-11
gu,202541,5.0,Flu,202541,2025-10-11
hi,202541,4.0,Flu,202541,2025-10-11
ia,202541,4.0,Flu,202541,2025-10-11
id,202541,1.0,Flu,202541,2025-10-11
il,202541,15.0,Flu,202541,2025-10-11
in,202541,12.0,Flu,202541,2025-10-11
ks,202541,13.0,Flu,202541,2025-10-11
ky,202541,23.0,Flu,202541,2025-10-11
la,202541,36.0,Flu,202541,2025-10-11
ma,202541,5.0,Flu,202541,2025-10-11
md,202541,9.0,Flu,202541,2025-10-11
me,202541,1.0,Flu,202541,2025-10-11
mi,202541,15.0,Flu,202541,2025-10-11
mn,202541,7.0,Flu,202541,2025-10-11
mo,202541,24.0,Flu,202541,2025-10-11
mp,202541,0.0,Flu,202541,2025-10-11
ms,202541,16.0,Flu,202541,2025-10-11
mt,202541,2.0,Flu,202541,2025-10-11
nc,202541,22.0,Flu,202541,2025-10-11
nd,202541,3.0,Flu,202541,2025-10-11
ne,202541,5.0,Flu,202541,2025-10-11
nh,202541,4.0,Flu,202541,2025-10-11
nj,202541,14.0,Flu,202541,2025-10-11
nm,202541,6.0,Flu,202541,2025-10-11
nv,202541,3.0,Flu,202541,2025-10-11
ny,202541,23.0,Flu,202541,2025-10-11
oh,202541,13.0,Flu,202541,2025-10-11
ok,202541,8.0,Flu,202541,2025-10-11
or,202541,5.0,Flu,202541,2025-10-11
pa,202541,119.0,Flu,202541,2025-10-11
pr,202541,53.0,Flu,202541,2025-10-11
ri,202541,7.0,Flu,202541,2025-10-11
sc,202541,19.0,Flu,202541,2025-10-11
sd,202541,2.0,Flu,202541,2025-10-11
tn,202541,26.0,Flu,202541,2025-10-11
tx,202541,131.0,Flu,202541,2025-10-11
ut,202541,1.0,Flu,202541,2025-10-11
va,202541,18.0,Flu,202541,2025-10-11
vi,202541,1.0,Flu,202541,2025-10-11
vt,202541,0.0,Flu,202541,2025-10-11
wa,202541,7.0,Flu,202541,2025-10-11
wi,202541,3.0,Flu,202541,2025-10-11
wv,202541,3.0,Flu,202541,2025-10-11
wy,202541,0.0,Flu,202541,2025-10-11
ak,202542,0.0,Flu,202542,2025-10-18
al,202542,12.0,Flu,202542,2025-10-18
ar,202542,2.0,Flu,202542,2025-10-18
as,202542,0.0,Flu,202542,2025-10-18
az,202542,12.0,Flu,202542,2025-10-18
ca,202542,102.0,Flu,202542,2025-10-18
co,202542,7.0,Flu,202542,2025-10-18
ct,202542,3.0,Flu,202542,2025-10-18
dc,202542,2.0,Flu,202542,2025-10-18
de,202542,1.0,Flu,202542,2025-10-18
fl,202542,199.0,Flu,202542,2025-10-18
ga,202542,25.0,Flu,202542,2025-10-18
gu,202542,6.0,Flu,202542,2025-10-18
hi,202542,5.0,Flu,202542,2025-10-18
ia,202542,1.0,Flu,202542,2025-10-18
id,202542,4.0,Flu,202542,2025-10-18
il,202542,27.0,Flu,202542,2025-10-18
in,202542,17.0,Flu,202542,2025-10-18
ks,202542,9.0,Flu,202542,2025-10-18
ky,202542,19.0,Flu,202542,2025-10-18
la,202542,43.0,Flu,202542,2025-10-18
ma,202542,10.0,Flu,202542,2025-10-18
md,202542,6.0,Flu,202542,2025-10-18
me,202542,3.0,Flu,202542,2025-10-18
mi,202542,17.0,Flu,202542,2025-10-18
mn,202542,1.0,Flu,202542,2025-10-18
mo,202542,24.0,Flu,202542,2025-10-18
mp,202542,0.0,Flu,202542,2025-10-18
ms,202542,18.0,Flu,202542,2025-10-18
mt,202542,5.0,Flu,202542,2025-10-18
nc,202542,23.0,Flu,202542,2025-10-18
nd,202542,1.0,Flu,202542,2025-10-18
ne,202542,0.0,Flu,202542,2025-10-18
nh,202542,2.0,Flu,202542,2025-10-18
nj,202542,30.0,Flu,202542,2025-10-18
nm,202542,3.0,Flu,202542,2025-10-18
nv,202542,10.0,Flu,202542,2025-10-18
ny,202542,30.0,Flu,202542,2025-10-18
oh,202542,13.0,Flu,202542,2025-10-18
ok,202542,7.0,Flu,202542,2025-10-18
or,202542,5.0,Flu,202542,2025-10-18
pa,202542,104.0,Flu,202542,2025-10-18
pr,202542,91.0,Flu,202542,2025-10-18
ri,202542,6.0,Flu,202542,2025-10-18
sc,202542,6.0,Flu,202542,2025-10-18
sd,202542,2.0,Flu,202542,2025-10-18
tn,202542,40.0,Flu,202542,2025-10-18
tx,202542,135.0,Flu,202542,2025-10-18
ut,202542,2.0,Flu,202542,2025-10-18
va,202542,13.0,Flu,202542,2025-10-18
vi,202542,0.0,Flu,202542,2025-10-18
vt,202542,0.0,Flu,202542,2025-10-18
wa,202542,11.0,Flu,202542,2025-10-18
wi,202542,7.0,Flu,202542,2025-10-18
wv,202542,1.0,Flu,202542,2025-10-18
wy,202542,0.0,Flu,202542,2025-10-18
ak,202543,1.0,Flu,202543,2025-10-25
al,202543,11.0,Flu,202543,2025-10-25
ar,202543,3.0,Flu,202543,2025-10-25
as,202543,,Flu,202543,2025-10-25
az,202543,15.0,Flu,202543,2025-10-25
ca,202543,102.0,Flu,202543,2025-10-25
co,202543,9.0,Flu,202543,2025-10-25
ct,202543,10.0,Flu,202543,2025-10-25
dc,202543,3.0,Flu,202543,2025-10-25
de,202543,0.0,Flu,202543,2025-10-25
fl,202543,221.0,Flu,202543,2025-10-25
ga,202543,32.0,Flu,202543,2025-10-25
gu,202543,17.0,Flu,202543,2025-10-25
hi,202543,10.0,Flu,202543,2025-10-25
ia,202543,1.0,Flu,202543,2025-10-25
id,202543,4.0,Flu,202543,2025-10-25
il,202543,21.0,Flu,202543,2025-10-25
in,202543,17.0,Flu,202543,2025-10-25
ks,202543,16.0,Flu,202543,2025-10-25
ky,202543,14.0,Flu,202543,2025-10-25
la,202543,53.0,Flu,202543,2025-10-25
ma,202543,13.0,Flu,202543,2025-10-25
md,202543,17.0,Flu,202543,2025-10-25
me,202543,3.0,Flu,202543,2025-10-25
mi,202543,17.0,Flu,202543,2025-10-25
mn,202543,5.0,Flu,202543,2025-10-25
mo,202543,24.0,Flu,202543,2025-10-25
mp,202543,4.0,Flu,202543,2025-10-25
ms,202543,16.0,Flu,202543,2025-10-25
mt,202543,6.0,Flu,202543,2025-10-25
nc,202543,22.0,Flu,202543,2025-10-25
nd,202543,2.0,Flu,202543,2025-10-25
ne,202543,3.0,Flu,202543,2025-10-25
nh,202543,0.0,Flu,202543,2025-10-25
nj,202543,28.0,Flu,202543,2025-10-25
nm,202543,5.0,Flu,202543,2025-10-25
nv,202543,10.0,Flu,202543,2025-10-25
ny,202543,31.0,Flu,202543,2025-10-25
oh,202543,15.0,Flu,202543,2025-10-25
ok,202543,18.0,Flu,202543,2025-10-25
or,202543,6.0,Flu,202543,2025-10-25
pa,202543,132.0,Flu,202543,2025-10-25
pr,202543,50.0,Flu,202543,2025-10-25
ri,202543,3.0,Flu,202543,2025-10-25
sc,202543,6.0,Flu,202543,2025-10-25
sd,202543,2.0,Flu,202543,2025-10-25
tn,202543,22.0,Flu,202543,2025-10-25
tx,202543,139.0,Flu,202543,2025-10-25
ut,202543,1.0,Flu,202543,2025-10-25
va,202543,12.0,Flu,202543,2025-10-25
vi,202543,0.0,Flu,202543,2025-10-25
vt,202543,1.0,Flu,202543,2025-10-25
wa,202543,12.0,Flu,202543,2025-10-25
wi,202543,8.0,Flu,202543,2025-10-25
wv,202543,1.0,Flu,202543,2025-10-25
wy,202543,4.0,Flu,202543,2025-10-25
ak,202544,0.0,Flu,202544,2025-11-01
al,202544,15.0,Flu,202544,2025-11-01
ar,202544,9.0,Flu,202544,2025-11-01
as,202544,,Flu,202544,2025-11-01
az,202544,11.0,Flu,202544,2025-11-01
ca,202544,139.0,Flu,202544,2025-11-01
co,202544,18.0,Flu,202544,2025-11-01
ct,202544,8.0,Flu,202544,2025-11-01
dc,202544,0.0,Flu,202544,2025-11-01
de,202544,3.0,Flu,202544,2025-11-01
fl,202544,239.0,Flu,202544,2025-11-01
ga,202544,31.0,Flu,202544,2025-11-01
gu,202544,23.0,Flu,202544,2025-11-01
hi,202544,7.0,Flu,202544,2025-11-01
ia,202544,3.0,Flu,202544,2025-11-01
id,202544,8.0,Flu,202544,2025-11-01
il,202544,38.0,Flu,202544,2025-11-01
in,202544,19.0,Flu,202544,2025-11-01
ks,202544,11.0,Flu,202544,2025-11-01
ky,202544,13.0,Flu,202544,2025-11-01
la,202544,44.0,Flu,202544,2025-11-01
ma,202544,18.0,Flu,202544,2025-11-01
md,202544,14.0,Flu,202544,2025-11-01
me,202544,2.0,Flu,202544,2025-11-01
mi,202544,12.0,Flu,202544,2025-11-01
mn,202544,4.0,Flu,202544,2025-11-01
mo,202544,25.0,Flu,202544,2025-11-01
mp,202544,3.0,Flu,202544,2025-11-01
ms,202544,16.0,Flu,202544,2025-11-01
mt,202544,1.0,Flu,202544,2025-11-01
nc,202544,27.0,Flu,202544,2025-11-01
nd,202544,2.0,Flu,202544,2025-11-01
ne,202544,1.0,Flu,202544,2025-11-01
nh,202544,2.0,Flu,202544,2025-11-01
nj,202544,35.0,Flu,202544,2025-11-01
nm,202544,6.0,Flu,202544,2025-11-01
nv,202544,6.0,Flu,202544,2025-11-01
ny,202544,59.0,Flu,202544,2025-11-01
oh,202544,22.0,Flu,202544,2025-11-01
ok,202544,13.0,Flu,202544,2025-11-01
or,202544,4.0,Flu,202544,2025-11-01
pa,202544,117.0,Flu,202544,2025-11-01
pr,202544,61.0,Flu,202544,2025-11-01
ri,202544,10.0,Flu,202544,2025-11-01
sc,202544,12.0,Flu,202544,2025-11-01
sd,202544,0.0,Flu,202544,2025-11-01
tn,202544,34.0,Flu,202544,2025-11-01
tx,202544,169.0,Flu,202544,2025-11-01
ut,202544,1.0,Flu,202544,2025-11-01
va,202544,15.0,Flu,202544,2025-11-01
vi,202544,0.0,Flu,202544,2025-11-01
vt,202544,0.0,Flu,202544,2025-11-01
wa,202544,16.0,Flu,202544,2025-11-01
wi,202544,6.0,Flu,202544,2025-11-01
wv,202544,1.0,Flu,202544,2025-11-01
wy,202544,5.0,Flu,202544,2025-11-01
ak,202545,3.0,Flu,202545,2025-11-08
al,202545,18.0,Flu,202545,2025-11-08
ar,202545,9.0,Flu,202545,2025-11-08
as,202545,4.0,Flu,202545,2025-11-08
az,202545,17.0,Flu,202545,2025-11-08
ca,202545,151.0,Flu,202545,2025-11-08
co,202545,28.0,Flu,202545,2025-11-08
ct,202545,16.0,Flu,202545,2025-11-08
dc,202545,0.0,Flu,202545,2025-11-08
de,202545,4.0,Flu,202545,2025-11-08
fl,202545,304.0,Flu,202545,2025-11-08
ga,202545,47.0,Flu,202545,2025-11-08
gu,202545,18.0,Flu,202545,2025-11-08
hi,202545,5.0,Flu,202545,2025-11-08
ia,202545,9.0,Flu,202545,2025-11-08
id,202545,20.0,Flu,202545,2025-11-08
il,202545,29.0,Flu,202545,2025-11-08
in,202545,22.0,Flu,202545,2025-11-08
ks,202545,6.0,Flu,202545,2025-11-08
ky,202545,22.0,Flu,202545,2025-11-08
la,202545,83.0,Flu,202545,2025-11-08
ma,202545,20.0,Flu,202545,2025-11-08
md,202545,20.0,Flu,202545,2025-11-08
me,202545,3.0,Flu,202545,2025-11-08
mi,202545,27.0,Flu,202545,2025-11-08
mn,202545,9.0,Flu,202545,2025-11-08
mo,202545,28.0,Flu,202545,2025-11-08
mp,202545,2.0,Flu,202545,2025-11-08
ms,202545,17.0,Flu,202545,2025-11-08
mt,202545,1.0,Flu,202545,2025-11-08
nc,202545,43.0,Flu,202545,2025-11-08
nd,202545,5.0,Flu,202545,2025-11-08
ne,202545,2.0,Flu,202545,2025-11-08
nh,202545,0.0,Flu,202545,2025-11-08
nj,202545,47.0,Flu,202545,2025-11-08
nm,202545,7.0,Flu,202545,2025-11-08
nv,202545,13.0,Flu,202545,2025-11-08
ny,202545,80.0,Flu,202545,2025-11-08
oh,202545,42.0,Flu,202545,2025-11-08
ok,202545,18.0,Flu,202545,2025-11-08
or,202545,9.0,Flu,202545,2025-11-08
pa,202545,113.0,Flu,202545,2025-11-08
pr,202545,92.0,Flu,202545,2025-11-08
ri,202545,9.0,Flu,202545,2025-11-08
sc,202545,16.0,Flu,202545,2025-11-08
sd,202545,0.0,Flu,202545,2025-11-08
tn,202545,56.0,Flu,202545,2025-11-08
tx,202545,232.0,Flu,202545,2025-11-08
ut,202545,2.0,Flu,202545,2025-11-08
va,202545,30.0,Flu,202545,2025-11-08
vi,202545,1.0,Flu,202545,2025-11-08
vt,202545,4.0,Flu,202545,2025-11-08
wa,202545,13.0,Flu,202545,2025-11-08
wi,202545,6.0,Flu,202545,2025-11-08
wv,202545,2.0,Flu,202545,2025-11-08
wy,202545,2.0,Flu,202545,2025-11-08
ak,202546,0.0,Flu,202546,2025-11-15
al,202546,31.0,Flu,202546,2025-11-15
ar,202546,27.0,Flu,202546,2025-11-15
as,202546,0.0,Flu,202546,2025-11-15
az,202546,18.0,Flu,202546,2025-11-15
ca,202546,149.0,Flu,202546,2025-11-15
co,202546,47.0,Flu,202546,2025-11-15
ct,202546,11.0,Flu,202546,2025-11-15
dc,202546,7.0,Flu,202546,2025-11-15
de,202546,7.0,Flu,202546,2025-11-15
fl,202546,393.0,Flu,202546,2025-11-15
ga,202546,62.0,Flu,202546,2025-11-15
gu,202546,14.0,Flu,202546,2025-11-15
hi,202546,16.0,Flu,202546,2025-11-15
ia,202546,8.0,Flu,202546,2025-11-15
id,202546,11.0,Flu,202546,2025-11-15
il,202546,47.0,Flu,202546,2025-11-15
in,202546,41.0,Flu,202546,2025-11-15
ks,202546,10.0,Flu,202546,2025-11-15
ky,202546,25.0,Flu,202546,2025-11-15
la,202546,107.0,Flu,202546,2025-11-15
ma,202546,36.0,Flu,202546,2025-11-15
md,202546,35.0,Flu,202546,2025-11-15
me,202546,4.0,Flu,202546,2025-11-15
mi,202546,44.0,Flu,202546,2025-11-15
mn,202546,17.0,Flu,202546,2025-11-15
mo,202546,37.0,Flu,202546,2025-11-15
mp,202546,4.0,Flu,202546,2025-11-15
ms,202546,21.0,Flu,202546,2025-11-15
mt,202546,7.0,Flu,202546,2025-11-15
nc,202546,174.0,Flu,202546,2025-11-15
nd,202546,1.0,Flu,202546,2025-11-15
ne,202546,1.0,Flu,202546,2025-11-15
nh,202546,5.0,Flu,202546,2025-11-15
nj,202546,56.0,Flu,202546,2025-11-15
nm,202546,14.0,Flu,202546,2025-11-15
nv,202546,18.0,Flu,202546,2025-11-15
ny,202546,186.0,Flu,202546,2025-11-15
oh,202546,48.0,Flu,202546,2025-11-15
ok,202546,10.0,Flu,202546,2025-11-15
or,202546,12.0,Flu,202546,2025-11-15
pa,202546,157.0,Flu,202546,2025-11-15
pr,202546,121.0,Flu,202546,2025-11-15
ri,202546,10.0,Flu,202546,2025-11-15
sc,202546,20.0,Flu,202546,2025-11-15
sd,202546,1.0,Flu,202546,2025-11-15
tn,202546,39.0,Flu,202546,2025-11-15
tx,202546,295.0,Flu,202546,2025-11-15
ut,202546,11.0,Flu,202546,2025-11-15
va,202546,34.0,Flu,202546,2025-11-15
vi,202546,0.0,Flu,202546,2025-11-15
vt,202546,3.0,Flu,202546,2025-11-15
wa,202546,19.0,Flu,202546,2025-11-15
wi,202546,7.0,Flu,202546,2025-11-15
wv,202546,0.0,Flu,202546,2025-11-15
wy,202546,6.0,Flu,202546,2025-11-15
ak,202547,3.0,Flu,202547,2025-11-22
al,202547,37.0,Flu,202547,2025-11-22
ar,202547,18.0,Flu,202547,2025-11-22
as,202547,,Flu,202547,2025-11-22
az,202547,47.0,Flu,202547,2025-11-22
ca,202547,148.0,Flu,202547,2025-11-22
co,202547,97.0,Flu,202547,2025-11-22
ct,202547,30.0,Flu,202547,2025-11-22
dc,202547,14.0,Flu,202547,2025-11-22
de,202547,13.0,Flu,202547,2025-11-22
fl,202547,623.0,Flu,202547,2025-11-22
ga,202547,106.0,Flu,202547,2025-11-22
gu,202547,8.0,Flu,202547,2025-11-22
hi,202547,42.0,Flu,202547,2025-11-22
ia,202547,5.0,Flu,202547,2025-11-22
id,202547,27.0,Flu,202547,2025-11-22
il,202547,87.0,Flu,202547,2025-11-22
in,202547,60.0,Flu,202547,2025-11-22
ks,202547,8.0,Flu,202547,2025-11-22
ky,202547,28.0,Flu,202547,2025-11-22
la,202547,117.0,Flu,202547,2025-11-22
ma,202547,50.0,Flu,202547,2025-11-22
md,202547,66.0,Flu,202547,2025-11-22
me,202547,8.0,Flu,202547,2025-11-22
mi,202547,53.0,Flu,202547,2025-11-22
mn,202547,34.0,Flu,202547,2025-11-22
mo,202547,39.0,Flu,202547,2025-11-22
mp,202547,3.0,Flu,202547,2025-11-22
ms,202547,27.0,Flu,202547,2025-11-22
mt,202547,4.0,Flu,202547,2025-11-22
nc,202547,115.0,Flu,202547,2025-11-22
nd,202547,2.0,Flu,202547,2025-11-22
ne,202547,2.0,Flu,202547,2025-11-22
nh,202547,12.0,Flu,202547,2025-11-22
nj,202547,73.0,Flu,202547,2025-11-22
nm,202547,17.0,Flu,202547,2025-11-22
nv,202547,12.0,Flu,202547,2025-11-22
ny,202547,355.0,Flu,202547,2025-11-22
oh,202547,90.0,Flu,202547,2025-11-22
ok,202547,15.0,Flu,202547,2025-11-22
or,202547,20.0,Flu,202547,2025-11-22
pa,202547,221.0,Flu,202547,2025-11-22
pr,202547,154.0,Flu,202547,2025-11-22
ri,202547,11.0,Flu,202547,2025-11-22
sc,202547,41.0,Flu,202547,2025-11-22
sd,202547,3.0,Flu,202547,2025-11-22
tn,202547,57.0,Flu,202547,2025-11-22
tx,202547,442.0,Flu,202547,2025-11-22
ut,202547,15.0,Flu,202547,2025-11-22
va,202547,62.0,Flu,202547,2025-11-22
vi,202547,0.0,Flu,202547,2025-11-22
vt,202547,0.0,Flu,202547,2025-11-22
wa,202547,37.0,Flu,202547,2025-11-22
wi,202547,19.0,Flu,202547,2025-11-22
wv,202547,2.0,Flu,202547,2025-11-22
wy,202547,2.0,Flu,202547,2025-11-22
ak,202548,8.0,Flu,202548,2025-11-29
al,202548,46.0,Flu,202548,2025-11-29
ar,202548,78.0,Flu,202548,2025-11-29
as,202548,,Flu,202548,2025-11-29
az,202548,47.0,Flu,202548,2025-11-29
ca,202548,217.0,Flu,202548,2025-11-29
co,202548,149.0,Flu,202548,2025-11-29
ct,202548,74.0,Flu,202548,2025-11-29
dc,202548,14.0,Flu,202548,2025-11-29
de,202548,13.0,Flu,202548,2025-11-29
fl,202548,738.0,Flu,202548,2025-11-29
ga,202548,166.0,Flu,202548,2025-11-29
gu,202548,7.0,Flu,202548,2025-11-29
hi,202548,29.0,Flu,202548,2025-11-29
ia,202548,19.0,Flu,202548,2025-11-29
id,202548,29.0,Flu,202548,2025-11-29
il,202548,132.0,Flu,202548,2025-11-29
in,202548,86.0,Flu,202548,2025-11-29
ks,202548,13.0,Flu,202548,2025-11-29
ky,202548,49.0,Flu,202548,2025-11-29
la,202548,116.0,Flu,202548,2025-11-29
ma,202548,72.0,Flu,202548,2025-11-29
md,202548,101.0,Flu,202548,2025-11-29
me,202548,13.0,Flu,202548,2025-11-29
mi,202548,76.0,Flu,202548,2025-11-29
mn,202548,74.0,Flu,202548,2025-11-29
mo,202548,57.0,Flu,202548,2025-11-29
mp,202548,0.0,Flu,202548,2025-11-29
ms,202548,24.0,Flu,202548,2025-11-29
mt,202548,13.0,Flu,202548,2025-11-29
nc,202548,159.0,Flu,202548,2025-11-29
nd,202548,10.0,Flu,202548,2025-11-29
ne,202548,13.0,Flu,202548,2025-11-29
nh,202548,11.0,Flu,202548,2025-11-29
nj,202548,154.0,Flu,202548,2025-11-29
nm,202548,39.0,Flu,202548,2025-11-29
nv,202548,13.0,Flu,202548,2025-11-29
ny,202548,701.0,Flu,202548,2025-11-29
oh,202548,125.0,Flu,202548,2025-11-29
ok,202548,21.0,Flu,202548,2025-11-29
or,202548,29.0,Flu,202548,2025-11-29
pa,202548,349.0,Flu,202548,2025-11-29
pr,202548,173.0,Flu,202548,2025-11-29
ri,202548,19.0,Flu,202548,2025-11-29
sc,202548,53.0,Flu,202548,2025-11-29
sd,202548,1.0,Flu,202548,2025-11-29
tn,202548,62.0,Flu,202548,2025-11-29
tx,202548,591.0,Flu,202548,2025-11-29
ut,202548,32.0,Flu,202548,2025-11-29
va,202548,99.0,Flu,202548,2025-11-29
vi,202548,0.0,Flu,202548,2025-11-29
vt,202548,0.0,Flu,202548,2025-11-29
wa,202548,36.0,Flu,202548,2025-11-29
wi,202548,51.0,Flu,202548,2025-11-29
wv,202548,10.0,Flu,202548,2025-11-29
wy,202548,10.0,Flu,202548,2025-11-29
ak,202549,13.0,Flu,202549,2025-12-06
al,202549,67.0,Flu,202549,2025-12-06
ar,202549,56.0,Flu,202549,2025-12-06
as,202549,,Flu,202549,2025-12-06
az,202549,41.0,Flu,202549,2025-12-06
ca,202549,262.0,Flu,202549,2025-12-06
co,202549,222.0,Flu,202549,2025-12-06
ct,202549,125.0,Flu,202549,2025-12-06
dc,202549,26.0,Flu,202549,2025-12-06
de,202549,17.0,Flu,202549,2025-12-06
fl,202549,890.0,Flu,202549,2025-12-06
ga,202549,182.0,Flu,202549,2025-12-06
gu,202549,4.0,Flu,202549,2025-12-06
hi,202549,40.0,Flu,202549,2025-12-06
ia,202549,22.0,Flu,202549,2025-12-06
id,202549,45.0,Flu,202549,2025-12-06
il,202549,200.0,Flu,202549,2025-12-06
in,202549,118.0,Flu,202549,2025-12-06
ks,202549,22.0,Flu,202549,2025-12-06
ky,202549,67.0,Flu,202549,2025-12-06
la,202549,180.0,Flu,202549,2025-12-06
ma,202549,129.0,Flu,202549,2025-12-06
md,202549,140.0,Flu,202549,2025-12-06
me,202549,20.0,Flu,202549,2025-12-06
mi,202549,94.0,Flu,202549,2025-12-06
mn,202549,105.0,Flu,202549,2025-12-06
mo,202549,86.0,Flu,202549,2025-12-06
mp,202549,0.0,Flu,202549,2025-12-06
ms,202549,42.0,Flu,202549,2025-12-06
mt,202549,16.0,Flu,202549,2025-12-06
nc,202549,305.0,Flu,202549,2025-12-06
nd,202549,9.0,Flu,202549,2025-12-06
ne,202549,15.0,Flu,202549,2025-12-06
nh,202549,25.0,Flu,202549,2025-12-06
nj,202549,277.0,Flu,202549,2025-12-06
nm,202549,39.0,Flu,202549,2025-12-06
nv,202549,32.0,Flu,202549,2025-12-06
ny,202549,1184.0,Flu,202549,2025-12-06
oh,202549,176.0,Flu,202549,2025-12-06
ok,202549,25.0,Flu,202549,2025-12-06
or,202549,41.0,Flu,202549,2025-12-06
pa,202549,513.0,Flu,202549,2025-12-06
pr,202549,256.0,Flu,202549,2025-12-06
ri,202549,38.0,Flu,202549,2025-12-06
sc,202549,86.0,Flu,202549,2025-12-06
sd,202549,5.0,Flu,202549,2025-12-06
tn,202549,106.0,Flu,202549,2025-12-06
tx,202549,694.0,Flu,202549,2025-12-06
ut,202549,47.0,Flu,202549,2025-12-06
va,202549,167.0,Flu,202549,2025-12-06
vi,202549,0.0,Flu,202549,2025-12-06
vt,202549,5.0,Flu,202549,2025-12-06
wa,202549,61.0,Flu,202549,2025-12-06
wi,202549,84.0,Flu,202549,2025-12-06
wv,202549,19.0,Flu,202549,2025-12-06
wy,202549,10.0,Flu,202549,2025-12-06
ak,202550,13.0,Flu,202550,2025-12-13
al,202550,104.0,Flu,202550,2025-12-13
ar,202550,87.0,Flu,202550,2025-12-13
as,202550,,Flu,202550,2025-12-13
az,202550,80.0,Flu,202550,2025-12-13
ca,202550,426.0,Flu,202550,2025-12-13
co,202550,282.0,Flu,202550,2025-12-13
ct,202550,206.0,Flu,202550,2025-12-13
dc,202550,33.0,Flu,202550,2025-12-13
de,202550,39.0,Flu,202550,2025-12-13
fl,202550,929.0,Flu,202550,2025-12-13
ga,202550,330.0,Flu,202550,2025-12-13
gu,202550,2.0,Flu,202550,2025-12-13
hi,202550,71.0,Flu,202550,2025-12-13
ia,202550,30.0,Flu,202550,2025-12-13
id,202550,35.0,Flu,202550,2025-12-13
il,202550,264.0,Flu,202550,2025-12-13
in,202550,163.0,Flu,202550,2025-12-13
ks,202550,30.0,Flu,202550,2025-12-13
ky,202550,104.0,Flu,202550,2025-12-13
la,202550,248.0,Flu,202550,2025-12-13
ma,202550,220.0,Flu,202550,2025-12-13
md,202550,242.0,Flu,202550,2025-12-13
me,202550,31.0,Flu,202550,2025-12-13
mi,202550,210.0,Flu,202550,2025-12-13
mn,202550,257.0,Flu,202550,2025-12-13
mo,202550,118.0,Flu,202550,2025-12-13
mp,202550,0.0,Flu,202550,2025-12-13
ms,202550,74.0,Flu,202550,2025-12-13
mt,202550,24.0,Flu,202550,2025-12-13
nc,202550,525.0,Flu,202550,2025-12-13
nd,202550,21.0,Flu,202550,2025-12-13
ne,202550,28.0,Flu,202550,2025-12-13
nh,202550,46.0,Flu,202550,2025-12-13
nj,202550,588.0,Flu,202550,2025-12-13
nm,202550,69.0,Flu,202550,2025-12-13
nv,202550,54.0,Flu,202550,2025-12-13
ny,202550,1935.0,Flu,202550,2025-12-13
oh,202550,329.0,Flu,202550,2025-12-13
ok,202550,53.0,Flu,202550,2025-12-13
or,202550,40.0,Flu,202550,2025-12-13
pa,202550,707.0,Flu,202550,2025-12-13
pr,202550,212.0,Flu,202550,2025-12-13
ri,202550,84.0,Flu,202550,2025-12-13
sc,202550,123.0,Flu,202550,2025-12-13
sd,202550,10.0,Flu,202550,2025-12-13
tn,202550,166.0,Flu,202550,2025-12-13
tx,202550,960.0,Flu,202550,2025-12-13
ut,202550,64.0,Flu,202550,2025-12-13
va,202550,195.0,Flu,202550,2025-12-13
vi,202550,0.0,Flu,202550,2025-12-13
vt,202550,9.0,Flu,202550,2025-12-13
wa,202550,59.0,Flu,202550,2025-12-13
wi,202550,161.0,Flu,202550,2025-12-13
wv,202550,26.0,Flu,202550,2025-12-13
wy,202550,21.0,Flu,202550,2025-12-13
ak,202551,45.0,Flu,202551,2025-12-20
al,202551,275.0,Flu,202551,2025-12-20
ar,202551,145.0,Flu,202551,2025-12-20
as,202551,,Flu,202551,2025-12-20
az,202551,132.0,Flu,202551,2025-12-20
ca,202551,719.0,Flu,202551,2025-12-20
co,202551,517.0,Flu,202551,2025-12-20
ct,202551,447.0,Flu,202551,2025-12-20
dc,202551,47.0,Flu,202551,2025-12-20
de,202551,99.0,Flu,202551,2025-12-20
fl,202551,1557.0,Flu,202551,2025-12-20
ga,202551,675.0,Flu,202551,2025-12-20
gu,202551,1.0,Flu,202551,2025-12-20
hi,202551,83.0,Flu,202551,2025-12-20
ia,202551,90.0,Flu,202551,2025-12-20
id,202551,102.0,Flu,202551,2025-12-20
il,202551,611.0,Flu,202551,2025-12-20
in,202551,351.0,Flu,202551,2025-12-20
ks,202551,101.0,Flu,202551,2025-12-20
ky,202551,231.0,Flu,202551,2025-12-20
la,202551,433.0,Flu,202551,2025-12-20
ma,202551,455.0,Flu,202551,2025-12-20
md,202551,409.0,Flu,202551,2025-12-20
me,202551,82.0,Flu,202551,2025-12-20
mi,202551,470.0,Flu,202551,2025-12-20
mn,202551,542.0,Flu,202551,2025-12-20
mo,202551,261.0,Flu,202551,2025-12-20
mp,202551,0.0,Flu,202551,2025-12-20
